Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
703685,ETON AVENUE,Belsize,NW3 3EL,O/S NO 1,35/18,56,Generic LED Lighting,Lighting Column,800,No,527474,184549,-0.163058,51.545449,POINT (-0.163058 51.545449),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
706642,GLOUCESTER CRESCENT,Camden Town with Primrose Hill,NW1 7DS,OPP NO 61,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,528701,183838,-0.145633,51.538782,POINT (-0.145633 51.538782),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
706046,KENTISH TOWN ROAD,Kentish Town,NW5 2AB,O/S 254,35/18,106,Generic LED Lighting,Lighting Column,800,Yes,529004,185045,-0.140824,51.54956,POINT (-0.140824 51.54956),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
703717,FELLOWS ROAD,Belsize,NW3 3JH,O/S NO 148,35/18,29,Generic LED Lighting,Lighting Column,600,No,526881,184314,-0.17169,51.543471,POINT (-0.17169 51.543471),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
705520,PARKHILL ROAD,Gospel Oak,NW3 2XY,O/S NO 95A,35/18,42,Generic LED Lighting,Lighting Column,800,No,527693,185344,-0.159613,51.552545,POINT (-0.159613 51.552545),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
70499,MILL LANE,Fortune Green,NW6 1RS,J/W FORTUNE GREEN ROAD,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,0,No,525368,185253,-0.193162,51.552248,POINT (-0.193162 51.552248),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
709611,BEDFORD AVENUE,Bloomsbury,WC1B 3AH,OPP 10,35/18,56,Generic LED Lighting,Lighting Column,500,No,529827,181537,-0.130254,51.517845,POINT (-0.130254 51.517845),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
7010108,MUSEUM STREET,Holborn and Covent Garden,WC1A 1LH,S/O PUB,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,530144,181533,-0.125689,51.517736,POINT (-0.125689 51.517736),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
705814,BARTHOLOMEW ROAD,Kentish Town,NW5 2BJ,FRONT OF N 109,35/18,102,Generic LED Lighting,Lighting Column,800,No,529422,185065,-0.134791,51.549644,POINT (-0.134791 51.549644),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
70658,BLACK PATH,Fortune Green,NW6 1PL,BEHIND 141 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,525220,184872,-0.195431,51.548856,POINT (-0.195431 51.548856),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
704464,HIGHGATE WEST HILL,Highgate,N6 6NS,OPPOSITE 22,35/18,48,Generic LED Lighting,Lighting Column,800,No,528128,186660,-0.152863,51.564273,POINT (-0.152863 51.564273),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
701619,WEST HAMPSTEAD MEWS,West Hampstead,NW6 3BB,OPP. NO. 11,35/18,61,Generic LED Lighting,Lighting Column,500,No,525588,184549,-0.190242,51.545872,POINT (-0.190242 51.545872),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
706307,ROCHESTER ROAD,Cantelowes,NW1 9JH,FRONT OF N 16,35/18,104,LED Street Lights,Lighting Column,800,Yes,529206,184530,-0.138101,51.544885,POINT (-0.138101 51.544885),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
709453,ROSEBERY AVENUE,Holborn and Covent Garden,EC1R 4PQ,O/S 10,35/18,152,Generic LED Lighting,Lighting Column,800,No,531090,182104,-0.111851,51.522649,POINT (-0.111851 51.522649),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
570679,MOUNT PLEASANT,Holborn and Covent Garden,EC1R 4PP,,35/18,29,Generic LED Lighting,Wall Light,,,531013,182017,-0.112992,51.521885,POINT (-0.112992 51.521885),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
708051,EUSTON SQUARE,Regent's Park,NW1 2FB,"O/S NO 30, J/W EUSTON RD",35/18,140,Cosmopolis,Lighting Column,800,No,529547,182495,-0.133935,51.526519,POINT (-0.133935 51.526519),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
570891,PANCRAS ROAD,St Pancras and Somers Town,N1C 4AL,pancras road tunnel,35/18,,,Wall Light,,,529963,183322,-0.127637,51.533855,POINT (-0.127637 51.533855),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
709560,WICKLOW STREET,King's Cross,WC1X 9LE,FRONT OF N 54-68,35/18,56,Generic LED Lighting,Lighting Column,800,No,530704,182874,-0.117126,51.529659,POINT (-0.117126 51.529659),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
703432,ANTRIM ROAD,Belsize,NW3 4XN,OPP NO 35/40 ANTRIM MANSIONS,35/18,21,Generic LED Lighting,Lighting Column,600,No,527544,184788,-0.161962,51.547581,POINT (-0.161962 51.547581),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
70873,BROADHURST GARDENS,Swiss Cottage,NW6 3BJ,OPP 148,35/18,56,Generic LED Lighting,Lighting Column,800,No,525730,184591,-0.18818,51.546218,POINT (-0.18818 51.546218),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
7010168,NEWTON STREET,Holborn and Covent Garden,WC2B 5PS,ON ISLAND BY LC 2,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,530453,181405,-0.121286,51.516515,POINT (-0.121286 51.516515),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
707943,CROWNDALE ROAD,Regent's Park,NW1 1TN,O/S NO 43,Continuous,15,LED Belisha Beacons (Undimmed),Lighting Column,400,No,529290,183400,-0.137306,51.534711,POINT (-0.137306 51.534711),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
70946,CANFIELD GARDENS,Swiss Cottage,NW6 3JP,O/S 31/33,35/18,42,Generic LED Lighting,Lighting Column,600,No,526155,184535,-0.182074,51.54562,POINT (-0.182074 51.54562),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
706517,CHALCOT ROAD,Camden Town with Primrose Hill,NW1 8LH,OPPP N 51,35/18,90,Cosmopolis,Lighting Column,800,Yes,528167,183957,-0.153285,51.539972,POINT (-0.153285 51.539972),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
706679,INVERNESS STREET,Camden Town with Primrose Hill,NW1 7BT,OPP. NO. 24,35/18,56,Generic LED Lighting,Lighting Column,500,No,528805,183913,-0.144107,51.539432,POINT (-0.144107 51.539432),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
706326,TORRIANO AVENUE,Kentish Town,NW5 2ST,OPP TORRIANO INFANTS SCHOOL,Continuous,15,LED Belisha Beacons (Undimmed),Lighting Column,300,No,529647,184979,-0.13158,51.548819,POINT (-0.13158 51.548819),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
709374,MABLEDON PLACE,St Pancras and Somers Town,WC1H 9PY,O/S CLIFTON HOUSE,35/18,41,LED Street Lights,Lighting Column,800,No,529964,182696,-0.127853,51.528229,POINT (-0.127853 51.528229),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
70498,MILL LANE,Fortune Green,NW6 1NT,O/S 29,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,0,No,524786,185116,-0.2016,51.551145,POINT (-0.2016 51.551145),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
7011631,ROSSLYN HILL,Hampstead Town,NW3 5UQ,O/S 55,35/18,61,Generic LED Lighting,Lighting Column,800,Yes,526769,185569,-0.172852,51.554775,POINT (-0.172852 51.554775),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
705484,MALDEN ROAD,Haverstock,NW5 3HS,O/S PUB,35/18,93,Generic LED Lighting,Lighting Column,800,No,528314,184636,-0.150919,51.546041,POINT (-0.150919 51.546041),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
701311,KILBURN HIGH ROAD,Kilburn,NW6 7HR,S/O NO. 131,35/18,152,Generic LED Lighting,Lighting Column,1000,No,525226,183872,-0.1957,51.539868,POINT (-0.1957 51.539868),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
707492,ROCHESTER SQUARE,St Pancras and Somers Town,NW1 9EN,2 ND FROM STRATFORD VILLAS,35/18,60,Cosmopolis,Lighting Column,800,No,529446,184292,-0.13473,51.542691,POINT (-0.13473 51.542691),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
702494,WEDDERBURN ROAD,Hampstead Town,NW3 5QS,O/S NO 5,35/18,60,Cosmopolis,Lighting Column,500,Yes,526787,185158,-0.172741,51.551077,POINT (-0.172741 51.551077),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
703262,UPPER PARK ROAD,Gospel Oak,NW3 2UX,O/S NO 80,35/18,21,Generic LED Lighting,Lighting Column,800,No,527613,185303,-0.160781,51.552194,POINT (-0.160781 51.552194),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
7038,AJAX ROAD,Fortune Green,NW6 1EE,OPP FORTUNE GREEN,35/18,50,Generic LED Lighting,Lighting Column,500,No,525014,185485,-0.198183,51.554411,POINT (-0.198183 51.554411),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:54 AM
709138,FREDERICK STREET,King's Cross,WC1X 0NF,LIMIT N 27/25,35/18,42,Generic LED Lighting,Lighting Column,800,No,530705,182691,-0.117179,51.528014,POINT (-0.117179 51.528014),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
703023,NORTH END,Hampstead Town,NW3 7HN,OPP CEDAR LODGE,35/18,90,Cosmopolis,Lighting Column,400,Yes,526164,186996,-0.181062,51.567735,POINT (-0.181062 51.567735),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
703981,PRIMROSE HILL ROAD,Camden Town with Primrose Hill,NW1 8XH,J/W REGENT'S PARK ROAD,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,200,No,527861,183985,-0.157685,51.540293,POINT (-0.157685 51.540293),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
704805,FOOTBRIDGE OVER RAIL BETWEEN 4 & 10 SAVERNAKE ROAD,Gospel Oak,NW3 2TY,ACCESS ROAD BETWEEN 4 & 10 SAVERNAKE ROAD,Dusk-Dawn,35,High Pressure Mercury (Ceramic Discharge Metal Halide),Lighting Column,100,No,527756,185754,-0.158556,51.556215,POINT (-0.158556 51.556215),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
702502,WEST HEATH ROAD,Hampstead Town,NW3 7EX,OPP NO 21,Continuous,6,LED Belisha Beacons (Undimmed),Lighting Column,300,No,525625,186413,-0.189043,51.562615,POINT (-0.189043 51.562615),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
709395,MARCHMONT STREET,King's Cross,WC1N 1AL,BY 85,35/18,41,LED Street Lights,Lighting Column,800,No,530120,182436,-0.125702,51.525857,POINT (-0.125702 51.525857),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
702864,HEATH HURST ROAD,Hampstead Town,NW3 2RX,O/S NO 14,35/18,60,Cosmopolis,Lighting Column,400,No,527152,185614,-0.167314,51.555093,POINT (-0.167314 51.555093),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
7010871,PROCTER STREET,Holborn and Covent Garden,WC1V 6NY,O/S,35/18,116,Generic LED Lighting,Lighting Column,800,Yes,530578,181618,-0.119406,51.5184,POINT (-0.119406 51.5184),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
709628,BEDFORD AVENUE,Bloomsbury,WC1B 3AJ,ON LC 4,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,529848,181540,-0.12995,51.517867,POINT (-0.12995 51.517867),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
706224,OSPRINGE ROAD,Kentish Town,NW5 2NP,OPP 25,35/18,60,Cosmopolis,Lighting Column,500,No,529280,185535,-0.136666,51.5539,POINT (-0.136666 51.5539),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
708225,PHOENIX ROAD,St Pancras and Somers Town,NW1 1HB,O/S PUB,35/18,31,Generic LED Lighting,Lighting Column,800,No,529718,183010,-0.131282,51.531108,POINT (-0.131282 51.531108),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
708499,GOWER STREET,Bloomsbury,WC1E 6BP,NORTH OF J/W GRAFTON WAY,35/18,90,Cosmopolis,Lighting Column,800,No,529477,182299,-0.135015,51.524773,POINT (-0.135015 51.524773),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
702542,AGINCOURT ROAD,Gospel Oak,NW3 2PA,"O/S NO 69, AT J/W LISBURNE RD",Continuous,15,LED Belisha Beacons (Undimmed),Lighting Column,300,No,527712,185483,-0.159289,51.553789,POINT (-0.159289 51.553789),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
701180,GREENCROFT GARDENS,Swiss Cottage,NW6 3LL,O/S 57/59,35/18,29,Generic LED Lighting,Lighting Column,600,No,526051,184299,-0.183658,51.543522,POINT (-0.183658 51.543522),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
70534,PANDORA ROAD,West Hampstead,NW6 1TT,S/O NO. 30,35/18,60,Cosmopolis,Lighting Column,500,No,525226,184979,-0.195306,51.549817,POINT (-0.195306 51.549817),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
701983,FROGNAL,Frognal and Fitzjohns,NW3 6AR,OPP NO 48/50,35/18,42,Generic LED Lighting,Lighting Column,500,No,526234,185221,-0.18069,51.551767,POINT (-0.18069 51.551767),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
704947,FOOTPATH FROM 53 CHESTER ROAD TO CROFTDOWN ROAD,Highgate,N19 5DQ,R/O 3 BERTRAM STREET,35/18,21,Generic LED Lighting,Lighting Column,500,No,528797,186580,-0.143246,51.563402,POINT (-0.143246 51.563402),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
705003,ANGLERS LANE,Kentish Town,NW5 3DD,OPP. NO. 12,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,528928,184833,-0.141997,51.547672,POINT (-0.141997 51.547672),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
702091,HEYSHAM LANE,Frognal and Fitzjohns,NW3 7LX,O/S NO 25,35/18,29,Generic LED Lighting,Lighting Column,400,No,525950,186110,-0.184466,51.55982,POINT (-0.184466 51.55982),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
705852,CAVERSHAM ROAD,Kentish Town,NW5 2AT,S/O NO 31 OSENEY CRESCENT,35/18,86,Generic LED Lighting,Lighting Column,800,No,529502,184893,-0.133702,51.54808,POINT (-0.133702 51.54808),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
701853,CROFTWAY,Frognal and Fitzjohns,NW3 7SP,IN FOOTPATH,35/18,90,Cosmopolis,Lighting Column,400,Yes,525430,185795,-0.192075,51.557105,POINT (-0.192075 51.557105),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
704301,FORTESS ROAD,Kentish Town,NW5 1AG,BY 77,35/18,110,Generic LED Lighting,Lighting Column,1000,No,529031,185599,-0.140232,51.554532,POINT (-0.140232 51.554532),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
704834,SOUTH GROVE,Highgate,N6 6BJ,FRONT N 13A,35/18,56,Generic LED Lighting,Lighting Column,800,No,528380,187332,-0.148984,51.570254,POINT (-0.148984 51.570254),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
707790,CAMLEY STREET,Cantelowes,N1C 4PG,SIDE OF 136,35/18,90,Cosmopolis,Lighting Column,500,No,529673,184263,-0.131469,51.542379,POINT (-0.131469 51.542379),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
70521,MINSTER ROAD,Fortune Green,NW2 3XL,O/S SCHOOL,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,400,No,524319,185108,-0.208335,51.551176,POINT (-0.208335 51.551176),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
570701,GILBERT PLACE,Holborn and Covent Garden,WC1B 3BA,,35/18,21,Generic LED Lighting,Wall Light,,,530194,181596,-0.124946,51.518291,POINT (-0.124946 51.518291),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
702678,EAST HEATH ROAD,Hampstead Town,NW3 1EE,AT J/W SQUIRE'S MOUNT,Continuous,15,LED Belisha Beacons (Undimmed),Lighting Column,300,No,526588,186237,-0.175221,51.560819,POINT (-0.175221 51.560819),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
706781,MORNINGTON TERRACE,St Pancras and Somers Town,NW1 7RH,S/O NO 12 MORNINGTON CRESCENT,35/18,48,Generic LED Lighting,Lighting Column,800,No,529077,183184,-0.140454,51.532818,POINT (-0.140454 51.532818),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
706908,REDHILL STREET,Regent's Park,NW1 3SX,BY CAMBERLEY HOUSE,35/18,29,Generic LED Lighting,Lighting Column,600,No,528828,183036,-0.144096,51.531545,POINT (-0.144096 51.531545),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
703055,NORTH END WAY,Hampstead Town,NW3 7ET,~150M FROM TOP OF RD,35/18,93,Generic LED Lighting,Lighting Column,1000,No,526239,186542,-0.180144,51.563638,POINT (-0.180144 51.563638),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
